Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788591671,40,,Aggregated,38.900000,0.000000,13,18,22,26,39,53,77,86,110,110,110,1352,0,12,20.151951068786456,3.745389999494364,755.0855509998655,49.437130177514796
1788591672,40,POST,/auth/token,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,40,0,30,33.689458500043656,6.26194799951918,137.98574799966445,226.9
1788591672,40,GET,/proxy/ok,9.500000,0.000000,25,30,38,43,60,86,100,110,110,110,110,331,0,22,37.08893336254229,7.713381999565172,755.0855509998655,62.73111782477341
1788591672,40,GET,/whoami,29.800000,0.000000,11,13,16,18,24,32,46,55,58,58,58,1016,0,9,13.819509418303502,3.745389999494364,151.0262440006045,37.89370078740158
1788591672,40,,Aggregated,39.300000,0.000000,13,17,20,24,35,48,63,91,110,110,110,1387,0,12,19.945664637346507,3.745389999494364,755.0855509998655,49.27180966113915
1788591673,40,POST,/auth/token,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,40,0,30,33.689458500043656,6.26194799951918,137.98574799966445,226.9
1788591673,40,GET,/proxy/ok,9.900000,0.000000,23,28,38,43,60,86,100,110,110,110,110,339,0,22,36.52035326549299,7.713381999565172,755.0855509998655,62.72566371681416
1788591673,40,GET,/whoami,29.400000,0.000000,10,13,15,17,24,32,42,53,58,58,58,1047,0,9,13.617847516710329,3.745389999494364,151.0262440006045,37.893982808022926
1788591673,40,,Aggregated,39.300000,0.000000,12,16,19,23,34,50,63,91,110,110,110,1426,0,12,19.625430888499007,3.745389999494364,755.0855509998655,49.098877980364655
1788591681,40,POST,/auth/token,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,40,0,30,33.689458500043656,6.26194799951918,137.98574799966445,226.9
1788591681,40,GET,/proxy/ok,9.900000,0.000000,18,21,23,26,28,45,45,45,45,45,45,350,0,22,35.99000032858385,7.713381999565172,755.0855509998655,62.722857142857144
1788591681,40,GET,/whoami,30.300000,0.000000,7,8,9,10,11,13,15,23,23,23,23,1072,0,9,13.48648436753202,3.745389999494364,151.0262440006045,37.8955223880597
1788591681,40,,Aggregated,40.200000,0.000000,8,10,13,14,20,26,28,45,45,45,45,1462,0,12,19.42653194049276,3.745389999494364,755.0855509998655,49.010259917920656
